iPtZ = 0, iCent = 1
1.33774	0.022363	1.12758	0.0191854	1.04126	0.0175202	1.05213	0.016393	0	0	0	0	
1.53374	0.0279104	1.55774	0.0295602	1.97563	0.0496299	2.00576	0.0523921	0	0	0	0	
iPtZ = 0, iCent = 2
1.2954	0.023015	1.17327	0.0184759	1.06985	0.0173846	0.993244	0.0160815	0	0	0	0	
1.54434	0.0283774	1.51441	0.0273039	1.90593	0.0436737	2.16591	0.064074	0	0	0	0	
iPtZ = 0, iCent = 3
1.32473	0.0223836	1.11533	0.0181461	1.07727	0.0173379	1.04878	0.0178734	0	0	0	0	
1.52384	0.0275152	1.52246	0.0282629	1.98003	0.0496354	2.22316	0.0690348	0	0	0	0	
iPtZ = 1, iCent = 1
1.37482	0.0241017	1.21765	0.0201761	1.08637	0.0178759	1.04709	0.0188475	1.02589	0.0164134	0	0	
1.7969	0.0394738	1.47754	0.0280574	1.65624	0.0349602	2.08731	0.0593422	2.2159	0.0654009	0	0	
iPtZ = 1, iCent = 2
1.29951	0.0225123	1.19728	0.0203392	1.08485	0.0175359	1.07717	0.0179305	1.02503	0.0164496	0	0	
1.78333	0.0393728	1.47691	0.0280725	1.63591	0.032004	2.08641	0.0588926	2.26929	0.0697972	0	0	
iPtZ = 1, iCent = 3
1.29968	0.0212816	1.15294	0.0191871	1.07259	0.0162371	1.06212	0.0177	1.05656	0.0175617	0	0	
1.73845	0.0345842	1.45419	0.0258466	1.5638	0.0289822	2.006	0.0526855	2.14035	0.0606088	0	0	
iPtZ = 2, iCent = 1
1.39573	0.0243687	1.28534	0.0210726	1.19163	0.0221914	1.09886	0.0180834	1.05529	0.0176195	1.04244	0.0184723	
1.94602	0.0481906	1.67165	0.0333255	1.54363	0.0294796	1.69686	0.0359382	2.00366	0.0545355	2.23178	0.0678618	
iPtZ = 2, iCent = 2
1.35523	0.0238292	1.26774	0.0200612	1.16353	0.0177576	1.05845	0.0165758	1.03805	0.0189721	1.00328	0.0163973	
1.931	0.0464907	1.69555	0.0341609	1.45193	0.0244339	1.68502	0.0363432	1.95565	0.0480769	2.18157	0.0641079	
iPtZ = 2, iCent = 3
1.32842	0.021528	1.2779	0.0215191	1.1513	0.0192825	1.03999	0.0168926	1.06471	0.0160573	1.03041	0.0169577	
1.99242	0.0507621	1.70673	0.036006	1.44976	0.0274043	1.73978	0.0365269	1.98556	0.0522102	2.26469	0.0688291	
