1 1.5 2 1.6100699300699302 1.7834965034965033 1.4310489510489512 1.8002797202797203 1.4198601398601398
2 2.5 3 1.0064335664335666 1.1574825174825176 0.8609790209790216 1.0847552447552444 0.9337062937062948
3 3.5 4 0.8447552447552442 0.9398601398601403 0.7496503496503495 0.9006993006992992 0.7832167832167838
4 4.5 5 0.7110489510489519 0.7837762237762247 0.6383216783216761 0.7613986013986027 0.6606993006993029
5 5.5 6 0.6388811188811196 0.6948251748251733 0.5773426573426566 0.6836363636363618 0.5941258741258739
6 6.5 7 0.43804195804195833 0.4939393939393928 0.3820979020979034 0.4716083916083904 0.41006993006993087
7 7.5 8 0.544895104895105 0.6007925407925403 0.4889510489510487 0.5896503496503485 0.5001398601398601
8 8.5 9 0.4951048951048942 0.5565967365967359 0.42792540792540734 0.5286713286713289 0.4559440559440562
9 9.5 10 0.5459673659673667 0.6075524475524476 0.4788811188811186 0.5851748251748252 0.5012121212121219
10 11 12 0.5748251748251763 0.6363170163170153 0.5132400932400936 0.6195337995337993 0.524428904428905
12 13 14 0.46400932400932327 0.5311421911421914 0.39687645687645867 0.5031701631701635 0.41925407925407976
14 16 18 0.5272261072261082 0.5831701631701636 0.4712820512820519 0.5719813519813521 0.48247086247086335
18 21 24 0.5747785547785553 0.641911421911423 0.5020512820512826 0.6251282051282052 0.5244289044289046
24 27 30 0.561351981351982 0.6508624708624717 0.4718414918414924 0.639673659673659 0.48303030303030337
