# pt   Iaa(w.mr)  Iaa(o.mr)  mr:medium responce
1.500  2.085333  1.551795
3.000  0.995832  0.867896
6.000  0.462385  0.462385
11.500  0.352310  0.352310
22.500  0.260073  0.260073
45.000  0.191489  0.191489
