# z   Iaa(w.mr)  Iaa(o.mr)  mr:medium responce
0.050  1.682590  1.311351
0.096  0.724635  0.669476
0.187  0.408475  0.408475
0.375  0.310037  0.310037
0.747  0.220072  0.220072
