0.0205 0 0 0 0 -nan -nan 127.552 123.787 39.1339 0.34871 3.2794 3.14373 415.589 402.161 199.83 0.447479 2.08244 2.00987 
0.0325 11.201 10.2038 4.56287 0.313333 2.56841 2.12524 200.815 193.997 87.7519 0.669715 2.29943 2.20001 103.953 102.884 111.017 0.258171 0.937385 0.925716 
0.0515 61.8545 58.6341 31.1528 1.14043 2.03301 1.83498 65.6378 63.7349 55.1036 0.452556 1.19615 1.15175 28.9669 27.6731 55.7823 0.144014 0.51986 0.495561 
0.0815 35.7516 33.8586 27.7452 0.877516 1.30939 1.1997 13.6637 12.682 26.6757 0.245201 0.514059 0.473679 13.2513 12.486 26.2652 0.0757013 0.505176 0.474784 
0.13 6.70927 5.84372 11.8117 0.425943 0.575794 0.487653 3.88485 3.50638 11.2415 0.113232 0.346904 0.310699 6.12018 5.79259 11.0097 0.0356749 0.556716 0.52538 
0.205 1.20779 0.999982 4.36096 0.189253 0.280808 0.225767 1.56031 1.4289 4.15745 0.0489044 0.377047 0.342153 2.49618 2.33217 4.25564 0.0169279 0.58766 0.547036 
0.325 0.365432 0.295276 1.20361 0.0523634 0.307995 0.241638 0.526907 0.466558 1.33194 0.0198218 0.397966 0.348226 0.826175 0.771693 1.37174 0.00678336 0.603678 0.56131 
0.515 0.0988502 0.0621952 0.357713 0.022123 0.281846 0.169841 0.125023 0.110403 0.317024 0.00652686 0.39761 0.345372 0.1908 0.175765 0.333808 0.00248465 0.573547 0.524786 
0.815 0.0126526 0.00919696 0.0408997 0.0039967 0.319783 0.215267 0.020015 0.0160024 0.0495511 0.00177654 0.409403 0.318077 0.0222809 0.0205638 0.0449701 0.000613029 0.498351 0.454601 
1.15 0.0041464 0.00100875 0.00590325 0.00113761 0.744792 0.158074 0.00193537 0.00154884 0.0043853 0.000368965 0.455408 0.340269 0.00155701 0.00125809 0.00307004 0.000146662 0.516922 0.400972 
