1.05 0.0481676 0 0.0759919 0.0279553 0.656276 -0.0053649 0.0338368 0.0152012 0.155966 0.0166933 0.220246 0.0946477 0.0329695 0.0279139 0.172358 0.00608389 0.19301 0.160349 
1.15 0 0 0.128481 0.0582567 0 0 0.0398259 0.0103585 0.127742 0.0194006 0.315564 0.077294 0.0269179 0.0211955 0.138907 0.00536553 0.195629 0.151014 
1.3 0.0158335 0.000280108 0.123196 0.0703578 0.146337 0.000640977 0.0152649 0.0078189 0.109923 0.0106141 0.140354 0.0696457 0.0176478 0.0157344 0.117233 0.00355814 0.151705 0.133007 
1.5 0.016006 0 0.0162344 0.00621837 1.05383 -0.00421374 0.0106467 0.00414337 0.066892 0.00892597 0.162442 0.059428 0.0139571 0.0115253 0.0898903 0.00280618 0.156487 0.127318 
1.7 0.000740742 0 0.0292947 0.0129058 0.0264584 -0.00117253 0.00585275 0.00255911 0.0499464 0.00530574 0.119988 0.0496889 0.0101032 0.0087601 0.0667954 0.0021897 0.152658 0.129945 
1.9 0.111183 0.00105123 0.0252308 0.013146 4.76774 0.0216815 0.0054002 0.00247767 0.0423823 0.00704448 0.132416 0.0543898 0.00940792 0.00667855 0.0540513 0.00216122 0.1761 0.122034 
2.1 0.0620488 0 0.111882 0.0750882 0.611253 -0.0566615 0.00498758 0.00202704 0.0390245 0.00677451 0.132245 0.0487142 0.00742002 0.00629165 0.045694 0.00192733 0.16406 0.135836 
2.3 0.00175047 0 0.054519 0.0324276 0.0360736 0 0.0036542 0.00173545 0.0310874 0.00502116 0.120574 0.0527971 0.00603475 0.00486891 0.0352282 0.00150839 0.17354 0.136207 
2.8 0.00154341 0 0.0111141 0.00261831 0.144263 0 0.00310571 0.00156955 0.0175962 0.00171723 0.179124 0.0860051 0.0044475 0.00372278 0.0230066 0.000632831 0.194951 0.160411 
3.6 0.000985435 0.000109479 0.0169291 0.00606819 0.0624223 0.00450285 0.00176018 0.00108303 0.00857277 0.00088718 0.21048 0.122113 0.00311366 0.00240981 0.0139308 0.000574256 0.226726 0.170284 
4.4 0.000213012 0 0.00295161 0.000976482 0.0740915 -0.00192341 0.000997534 0.000429217 0.00507312 0.00071408 0.20283 0.0799487 0.00200796 0.00151735 0.00884323 0.000428908 0.231437 0.168174 
5.2 0.000185186 0 0.0104609 0.00841129 0.0202091 -0.00250644 0.00094816 0.000535307 0.00268547 0.00047292 0.371348 0.182218 0.00157535 0.00124835 0.00517597 0.000292397 0.310956 0.235259 
6 0.000309822 0 0.00374313 0.00323443 0.0960809 -0.0133101 0.000788813 0.000322267 0.00239088 0.000437167 0.345764 0.124435 0.00109892 0.000915232 0.00356575 0.000260547 0.315436 0.249217 
6.8 0.000409371 0 0.000546735 0.000372598 0.868538 0 0.000693952 0.00020039 0.00119346 0.000262152 0.60877 0.150933 0.000811293 0.00058236 0.00256112 0.000165338 0.324248 0.221443 
8.4 0.000160924 0 0.000745213 0.000465517 0.235278 -0.0193351 0.00027866 0.000128917 0.00107032 0.000249098 0.279521 0.105554 0.000555879 0.000474072 0.00136121 6.19294e-05 0.414521 0.342 
10.8 0.000129038 0 0.00011184 8.00378e-05 1.35231 -0.00933529 0.000225177 0.000116149 0.00038632 0.000105593 0.641341 0.25339 0.000305248 0.000247943 0.000651324 4.54833e-05 0.481221 0.370335 
