1.05 0.818643 -0.688286 0.0759919 0.0279553 12.2972 -9.0576 0.510487 0.297981 0.155966 0.0166933 3.39219 1.82685 0.32751 0.254286 0.172358 0.00608389 1.92536 1.45841 
1.15 0.56719 -0.0593996 0.128481 0.0582567 4.88523 -0.46962 0.407903 0.328217 0.127742 0.0194006 3.45037 2.3388 0.262207 0.233878 0.138907 0.00536553 1.91486 1.65847 
1.3 0.423618 0.0171192 0.123196 0.0703578 4.5142 -0.00562557 0.28644 0.218943 0.109923 0.0106141 2.67836 1.89793 0.171307 0.156896 0.117233 0.00355814 1.47721 1.32421 
1.5 0.361443 0.104784 0.0162344 0.00621837 24.9151 4.73605 0.223535 0.125472 0.066892 0.00892597 3.52156 1.76216 0.111611 0.0934109 0.0898903 0.00280618 1.25228 1.02941 
1.7 0.12367 0.0166859 0.0292947 0.0129058 5.02652 0.367592 0.122311 0.0951635 0.0499464 0.00530574 2.53504 1.81976 0.0737153 0.0656198 0.0667954 0.0021897 1.11308 0.972585 
1.9 0.323875 0.0525046 0.0252308 0.013146 15.1141 1.15099 0.0880225 0.0430968 0.0423823 0.00704448 2.24648 0.929377 0.0519239 0.0438875 0.0540513 0.00216122 0.97064 0.802814 
2.1 0.0853535 0.0159001 0.111882 0.0750882 0.896855 0.034216 0.0599221 0.0299194 0.0390245 0.00677451 1.62825 0.701686 0.0348556 0.0295985 0.045694 0.00192733 0.770813 0.64048 
2.3 0.0455805 0.00897974 0.054519 0.0324276 0.963562 0.0534007 0.0342245 0.016894 0.0310874 0.00502116 1.15734 0.512384 0.0243677 0.0177782 0.0352282 0.00150839 0.698599 0.499534 
2.8 0.0321553 0.00416612 0.0111141 0.00261831 2.98692 0.335405 0.0154075 0.011043 0.0175962 0.00171723 0.897645 0.605175 0.0122493 0.010576 0.0230066 0.000632831 0.535884 0.456482 
3.6 0.00217374 0.000109479 0.0169291 0.00606819 0.1378 0.00450285 0.0042437 0.00237456 0.00857277 0.00088718 0.503851 0.269599 0.00428537 0.00315592 0.0139308 0.000574256 0.311243 0.223603 
4.4 0.000213012 0 0.00295161 0.000976482 0.0740915 -0.00192341 0.000997413 0.000429217 0.00507312 0.00071408 0.202805 0.0799487 0.00200812 0.0015275 0.00884323 0.000428908 0.231456 0.169306 
5.2 0.000185186 0 0.0104609 0.00841129 0.0202091 -0.00250644 0.00094816 0.000535195 0.00268547 0.00047292 0.371348 0.18218 0.00157535 0.00124829 0.00517597 0.000292397 0.310956 0.235248 
6 0.000309822 0 0.00374313 0.00323443 0.0960809 -0.0133101 0.00078859 0.000322267 0.00239088 0.000437167 0.345667 0.124435 0.00109892 0.000915231 0.00356575 0.000260547 0.315436 0.249217 
6.8 0.000409371 0 0.000546735 0.000372598 0.868538 0 0.000693848 0.00020039 0.00119346 0.000262152 0.608676 0.150933 0.000807605 0.000578839 0.00256112 0.000165338 0.322729 0.220135 
8.4 0.000160924 0 0.000745213 0.000465517 0.235278 -0.0193351 0.00027866 0.000128886 0.00107032 0.000249098 0.279521 0.105528 0.000555879 0.000473796 0.00136121 6.19294e-05 0.414521 0.341804 
10.8 0.000129038 0 0.00011184 8.00378e-05 1.35231 -0.00933529 0.000225148 0.000116149 0.00038632 0.000105593 0.641256 0.25339 0.000305248 0.000247268 0.000651324 4.54833e-05 0.481221 0.369347 
13.2 0 0 0 0 -nan -nan 0.000126726 4.50583e-05 0.000294499 0.000153314 0.502136 0.0874057 0.000206456 0.000137885 0.000337386 2.3375e-05 0.625059 0.397602 
16.8 0 0 5.69873e-05 4.94262e-05 0 0 5.13854e-05 2.42865e-05 5.39085e-05 1.45138e-05 1.03505 0.386082 0.000104154 8.02123e-05 0.000185258 1.57002e-05 0.580244 0.4196 
21.6 0 0 7.60387e-07 5.37675e-07 0 0 1.9141e-05 3.77624e-06 7.24005e-05 2.83107e-05 0.290562 0.0372496 4.9044e-05 3.27629e-05 8.13081e-05 9.55259e-06 0.633578 0.376637 
26.4 0 0 0 0 -nan -nan 1.74523e-05 8.01371e-07 2.04144e-05 1.02212e-05 0.976813 0.0115242 2.88096e-05 1.98679e-05 3.9963e-05 6.06812e-06 0.76357 0.455411 
32 0 0 0 0 -nan -nan 4.38847e-06 0 6.94508e-06 3.49967e-06 0.700396 -0.011276 1.69461e-05 1.01005e-05 2.60681e-05 4.83662e-06 0.696361 0.34394 
38.4 0 0 0 0 -nan -nan 2.78763e-06 0 0 0 -nan -nan 6.41881e-06 4.08461e-06 1.07491e-05 1.81198e-06 0.631138 0.345311 
44.8 0 0 0 0 -nan -nan 8.77075e-06 0 1.28377e-06 9.37394e-07 8.38602 0 4.45168e-06 2.65615e-06 5.36158e-06 1.14743e-06 0.893787 0.434191 
54.4 0 0 0 0 -nan -nan 0 0 6.06225e-07 6.06225e-07 0 0 2.49717e-06 8.54208e-07 3.26464e-06 6.17044e-07 0.814649 0.236139 
67.2 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 1.35411e-06 6.43464e-07 1.18091e-06 3.29341e-07 1.26534 0.449458 
80 0 0 0 0 -nan -nan 1.13234e-06 0 0 0 -nan -nan 5.17465e-07 2.50616e-07 2.93742e-07 9.66856e-08 1.99444 0.675369 
95 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 2.53627e-07 1.01448e-07 1.45645e-07 3.85673e-08 1.87394 0.599277 
141.8 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 3.79497e-08 1.80936e-08 1.08381e-07 3.81121e-08 0.399071 0.126434 
230 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 9.33062e-10 5.09332e-11 7.53583e-10 5.01148e-10 1.51659 0.0206745 
340 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 1.03515e-10 0 1.19957e-10 1.19957e-10 1.04165 -0.178719 
500 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 
