1.05 0.875122 0.46607 0.0759919 0.0279553 13.2492 4.57867 0.618165 0.446576 0.155966 0.0166933 4.15174 2.68124 0.581597 0.555608 0.172358 0.00608389 3.4479 3.1474 
1.15 0.669767 0.0944427 0.128481 0.0582567 6.02999 0.47688 0.479289 0.401886 0.127742 0.0194006 4.08133 2.82013 0.480172 0.452389 0.138907 0.00536553 3.54212 3.1765 
1.3 0.429886 0.126411 0.123196 0.0703578 4.59331 0.521084 0.361812 0.284429 0.109923 0.0106141 3.4387 2.43529 0.334547 0.320332 0.117233 0.00355814 2.90728 2.6779 
1.5 0.390258 0.12768 0.0162344 0.00621837 27.4534 5.69405 0.256922 0.189266 0.066892 0.00892597 4.08043 2.59694 0.22243 0.203085 0.0898903 0.00280618 2.51777 2.21598 
1.7 0.124794 0.0288358 0.0292947 0.0129058 5.07994 0.663824 0.150034 0.118347 0.0499464 0.00530574 3.14457 2.24361 0.143336 0.13343 0.0667954 0.0021897 2.18507 1.9606 
1.9 0.323875 0.0525046 0.0252308 0.013146 15.1141 1.15099 0.092186 0.0585433 0.0423823 0.00704448 2.36124 1.23891 0.0944344 0.0888627 0.0540513 0.00216122 1.7847 1.60735 
2.1 0.0853535 0.0159001 0.111882 0.0750882 0.896855 0.034216 0.0670949 0.0422097 0.0390245 0.00677451 1.84573 0.967723 0.0626012 0.0579905 0.045694 0.00192733 1.39854 1.2404 
2.3 0.0455805 0.00897974 0.054519 0.0324276 0.963562 0.0534007 0.0388983 0.0271351 0.0310874 0.00502116 1.333 0.803002 0.0400832 0.036253 0.0352282 0.00150839 1.16045 1.00787 
2.8 0.0321553 0.00416612 0.0111141 0.00261831 2.98692 0.335405 0.0162915 0.0123442 0.0175962 0.00171723 0.951119 0.676264 0.0188498 0.0173242 0.0230066 0.000632831 0.828447 0.743951 
3.6 0.00217374 0.000109479 0.0169291 0.00606819 0.1378 0.00450285 0.00425281 0.00237456 0.00857277 0.00088718 0.504959 0.269599 0.00484707 0.00390111 0.0139308 0.000574256 0.352759 0.275423 
4.4 0.000213012 0 0.00295161 0.000976482 0.0740915 -0.00192341 0.000997413 0.000429217 0.00507312 0.00071408 0.202805 0.0799487 0.00200812 0.00152835 0.00884323 0.000428908 0.231456 0.169399 
5.2 0.000185186 0 0.0104609 0.00841129 0.0202091 -0.00250644 0.00094816 0.000535195 0.00268547 0.00047292 0.371348 0.18218 0.00157535 0.00124835 0.00517597 0.000292397 0.310956 0.235259 
6 0.000309822 0 0.00374313 0.00323443 0.0960809 -0.0133101 0.00078859 0.000322267 0.00239088 0.000437167 0.345667 0.124435 0.00109892 0.000915226 0.00356575 0.000260547 0.315434 0.249217 
6.8 0.000409371 0 0.000546735 0.000372598 0.868538 0 0.000693848 0.00020039 0.00119346 0.000262152 0.608676 0.150933 0.000811293 0.000582359 0.00256112 0.000165338 0.324248 0.221442 
8.4 0.000160924 0 0.000745213 0.000465517 0.235278 -0.0193351 0.00027866 0.000128886 0.00107032 0.000249098 0.279521 0.105528 0.000555879 0.000474124 0.00136121 6.19294e-05 0.414521 0.342037 
10.8 0.000129038 0 0.00011184 8.00378e-05 1.35231 -0.00933529 0.000225148 0.000116149 0.00038632 0.000105593 0.641256 0.25339 0.000305248 0.000247943 0.000651324 4.54833e-05 0.481221 0.370334 
13.2 0 0 0 0 -nan -nan 0.000126726 4.50583e-05 0.000294499 0.000153314 0.502136 0.0874057 0.000206456 0.000137884 0.000337386 2.3375e-05 0.625059 0.397599 
16.8 0 0 5.69873e-05 4.94262e-05 0 0 5.13854e-05 2.42865e-05 5.39085e-05 1.45138e-05 1.03505 0.386082 0.000104154 8.02119e-05 0.000185258 1.57002e-05 0.580244 0.419598 
21.6 0 0 7.60387e-07 5.37675e-07 0 0 1.9141e-05 3.77624e-06 7.24005e-05 2.83107e-05 0.290562 0.0372496 4.9044e-05 3.27957e-05 8.13081e-05 9.55259e-06 0.633578 0.377001 
26.4 0 0 0 0 -nan -nan 1.74523e-05 8.01371e-07 2.04144e-05 1.02212e-05 0.976813 0.0115242 2.88258e-05 1.98679e-05 3.9963e-05 6.06812e-06 0.764022 0.455411 
32 0 0 0 0 -nan -nan 4.38847e-06 0 6.94508e-06 3.49967e-06 0.700396 -0.011276 1.69461e-05 1.01252e-05 2.60681e-05 4.83662e-06 0.696361 0.34474 
