1.05 0.0284952 0.00124071 0.0252223 0.0175799 1.31406 -0.00298928 0.0250447 0.0102611 0.137963 0.0244476 0.186396 0.0697559 0.0629602 0.0213206 0.164282 0.0130231 0.384866 0.128159 
1.15 0.0109362 0 0.0109555 0.00686546 1.09197 -0.0781865 0.0317575 0.00386202 0.12923 0.0247431 0.248923 0.0267061 0.0224275 0.0141106 0.122572 0.0120635 0.186582 0.110875 
1.3 0.0107733 0 0.0158448 0.00747598 0.722168 -0.00247791 0.0186152 0.00182494 0.0774123 0.01141 0.242201 0.0218423 0.0137132 0.0106301 0.107474 0.00823108 0.130014 0.0964903 
1.5 0.00807551 0 0.00601166 0.00282054 1.43063 0 0.0351698 0.00296632 0.0653582 0.0128247 0.548927 0.0416147 0.0118846 0.0079686 0.0778183 0.0059592 0.156138 0.0998861 
1.7 0.0100529 0 0.0216298 0.0100147 0.488472 -0.0237001 0.0162608 0.00106887 0.0544866 0.0128705 0.307445 0.0175218 0.0112505 0.00547017 0.0655605 0.00742326 0.17886 0.0794862 
1.9 0.0100257 0 0.025765 0.0119307 0.421044 0 0.00414067 0.00100157 0.021975 0.00458574 0.196485 0.0417515 0.00879541 0.00534596 0.040749 0.00314591 0.219109 0.128038 
2.1 0.0209977 0 0.0239879 0.0120981 0.932059 -0.0323283 0.00254835 0.000800535 0.0226267 0.00558499 0.116727 0.0312784 0.00686907 0.00417446 0.0384208 0.00363979 0.183222 0.104938 
2.3 0.000173189 0 0.000676543 0.000478393 0.284758 -0.0287669 0.00196567 0.000319314 0.0202351 0.00548573 0.104312 0.013619 0.00462905 0.00334298 0.0357845 0.00400675 0.133599 0.0891783 
2.8 0.00670656 2.74495e-05 0.00383408 0.00177159 1.88986 0.00441294 0.00518555 0.00102983 0.013029 0.00183569 0.40754 0.0754506 0.00455134 0.00263843 0.0215102 0.00147924 0.216501 0.119446 
3.6 0.00340098 2.11424e-05 0.00134499 0.00102105 3.25168 -0.0795807 0.00236632 0.000654858 0.00881863 0.00165487 0.278889 0.0677126 0.00225786 0.00169551 0.0109434 0.00108879 0.21418 0.148462 
4.4 0.00276602 1.9221e-05 0.00433131 0.00213704 0.69664 0.000797712 0.00159831 0.000355203 0.00419542 0.000858538 0.399153 0.0772554 0.00162703 0.00104996 0.00607395 0.000654915 0.278198 0.165286 
5.2 0.00109986 0 0.00184436 0.00108553 0.661009 0 0.00105842 0.000269383 0.00166058 0.000484222 0.68194 0.135535 0.00140538 0.000659171 0.00382971 0.000468305 0.380138 0.162145 
6 4.32973e-05 0 0.000644825 0.000367277 0.0722097 -0.00506391 0.00139216 0.000469839 0.00313003 0.000701856 0.459169 0.135714 0.000939752 0.000590267 0.00312801 0.000437866 0.314657 0.177713 
6.8 0 0 0.00309712 0.00218832 0 0 0.000745324 5.86433e-05 0.00163222 0.00057964 0.488717 0.0271287 0.000900115 0.000549201 0.0023404 0.000330433 0.398055 0.220586 
8.4 0.000448341 0 0.000161453 0.000110678 3.07183 -0.294915 0.000312158 0.000115645 0.000637575 0.00013991 0.506284 0.1647 0.000471542 0.000336577 0.00138576 0.000180147 0.355045 0.228534 
10.8 0.000611329 0 0.000451141 0.000340593 1.56735 -0.171404 0.000179503 6.07677e-05 0.000479039 0.000175838 0.408258 0.0964056 0.00033303 0.000177942 0.000708869 9.24105e-05 0.487051 0.235865 
13.2 0.000665659 0 0.000306742 0.000242655 2.52487 -0.204391 0.000198273 3.94164e-05 0.000304012 0.000141924 0.756189 0.076807 0.000196435 0.000105693 0.000558609 0.00015997 0.398358 0.151293 
16.8 5.42427e-05 0 0 0 -nan -nan 4.44353e-05 4.44244e-06 0.000120506 5.73747e-05 0.420003 0.020691 0.00010837 7.21904e-05 0.000188163 3.78437e-05 0.618927 0.33935 
21.6 6.53528e-05 0 5.12562e-05 5.12562e-05 1.53909 -0.264066 5.65515e-05 3.66788e-06 4.61481e-05 1.95004e-05 1.36303 0.0510725 6.60102e-05 3.70071e-05 9.8856e-05 2.75426e-05 0.73205 0.305961 
26.4 5.02301e-05 0 0 0 -nan -nan 3.25854e-05 5.88421e-07 9.81574e-05 5.66119e-05 0.371574 -0.0131972 3.96945e-05 1.92228e-05 5.24602e-05 1.28893e-05 0.80051 0.322574 
32 4.71262e-05 0 3.54403e-05 3.54403e-05 1.60513 -0.275397 9.44716e-06 0 1.44049e-06 1.44049e-06 8.39769 -0.960126 1.59034e-05 9.12036e-06 3.83621e-05 1.02868e-05 0.463245 0.201212 
38.4 0 0 0 0 -nan -nan 2.31223e-07 0 9.37234e-07 9.37234e-07 0.297803 -0.0510948 1.77321e-05 5.92791e-06 1.18462e-05 3.91723e-06 1.67806 0.398868 
44.8 0 0 0 0 -nan -nan 1.68917e-05 0 1.59415e-07 1.59415e-07 138.088 -13.952 1.83843e-05 2.34322e-06 7.64002e-06 3.8658e-06 2.69992 0.1799 
54.4 0 0 0 0 -nan -nan 9.94591e-07 0 1.27706e-06 1.13484e-06 0.974316 -0.0916281 4.5435e-06 1.01479e-06 3.61395e-06 1.46973e-06 1.34879 0.189218 
67.2 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 4.19474e-06 8.48602e-07 6.30513e-07 2.83035e-07 7.35599 0.890857 
80 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 6.40066e-07 1.01192e-07 3.98221e-07 2.43398e-07 1.83658 0.0920625 
95 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 9.6554e-07 1.03232e-07 3.06402e-07 1.2566e-07 3.56062 0.216798 
141.8 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 6.46921e-08 6.84025e-09 1.55677e-08 1.1428e-08 5.56751 -0.0826819 
230 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 4.26898e-09 0 1.20891e-09 9.9215e-10 4.04975 -0.518488 
340 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 
500 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 0 0 0 0 -nan -nan 
